title,price,currency,area_sqm,location,bedrooms,bathrooms,url
"Chalet with immediate occupancy, prime location, first row on the sea in a fully serviced and equipped village.",19000000,EGP,200,"5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502842736.html
Unit For Sale In Prime Location Over 10 Yrs RTM,10120000,EGP,160,"Eastown Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502850911.html
"Luxurious duplex for sale in Al-Banfsaj 10, 5th Settlement, located on a main two-way street, offering a direct view of a spacious park. This prime pr",14000000,EGP,340,"5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502850794.html
Panoramic sea view apartment with very prime location,6900000,EGP,70,"Aroma Residence, Ain Sukhna, Suez",1,1,https://www.bayut.eg/en/property/details-502852042.html
For Sale - Apartment in Stone Residence - New Cairo Fifth Settlement - lowest price in the market,7800000,EGP,175,"5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502851498.html
"Apartment for sale in Madinaty, wide garden view, with kitchen and special finishes, Talaat Moustafa, 165 meters",8500000,EGP,165,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502851483.html
Apartment Fully Finished Prime Location - 5% Down-payment on 10 years,17000000,EGP,110,"Garnet Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502848836.html
THE BEST DEAL VILLA FOR SALE IN MADINATY,30000000,EGP,280,"Allegria, Sheikh Zayed, Giza",5,4,https://www.bayut.eg/en/property/details-502578681.html
lagoon view FURNISHED prime unit,8500000,EGP,100,"La Vista Topaz of Ain Sokhna, Ain Sukhna, Suez",2,2,https://www.bayut.eg/en/property/details-502849691.html
"First row lagoon Town house for sale in Fouka Bay, BUA 145 sqm, 3 bedrooms, 3 bathrooms, fully finished",14000000,EGP,145,"La Vista Topaz of Ain Sokhna, Ain Sukhna, Suez",3,3,https://www.bayut.eg/en/property/details-502008472.html
finished apartment with instalments in gouna very prime location,16200000,EGP,100,"Eastown Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502852222.html
Villa for sale in the Samaa Zayed compound,23000000,EGP,300,"Soul, North Coast, Matruh",4,4,https://www.bayut.eg/en/property/details-502852664.html
"Apartment for sale at an incredible price in Madinaty B1, area 200m",10500000,EGP,200,"Soul, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502851888.html
Fully Furnished Apartment for Sale-District 16-Sheikh Zayed-Nearby Cairo University (Zayed Branch)–CIC-Dahshour Link–26th of July Corridor,8700000,EGP,170,"La Vista Topaz of Ain Sokhna, Ain Sukhna, Suez",3,2,https://www.bayut.eg/en/property/details-502852151.html
90m² apartment with special finishing for sale in Al Rehab - steps from the old market - typical floor with elevator - garden view - bank transfer and no club membership,5300000,EGP,90,"Jayd Compound, 5th Settlement, New Cairo, Cairo",2,1,https://www.bayut.eg/en/property/details-502850623.html
"Hot deal apartment ready for viewing, for sale in a prime location in Sheikh Zayed.",15500000,EGP,265,"El Yasmeen 7, 5th Settlement, New Cairo, Cairo",4,3,https://www.bayut.eg/en/property/details-502850664.html
"Apartment 212m with garden, luxurious finishing and air conditioning near New Giza",8500000,EGP,212,"Hurghada, Red Sea",3,3,https://www.bayut.eg/en/property/details-502852263.html
"135 sqm Furnished Apartment for Sale – El Banafseg Buildings, Fifth Settlement",5600000,EGP,135,"Hurghada, Red Sea",2,2,https://www.bayut.eg/en/property/details-502580837.html
Finished Apartment in Compound VYE by SODIC,16000000,EGP,160,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502578766.html
Ground Floor Apartment with Private Garden for Sale in Al Yasmeen – Fully Finished and Ready to Move - View Garden,7250000,EGP,215,"Jayd Compound, 5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502849486.html
Ready to Move I VILLA For sale at MV I city October,8000000,EGP,180,"Swan Lake Gouna, Gouna, Red Sea",3,3,https://www.bayut.eg/en/property/details-502850280.html
Luxury villa for sale in Al-Yasmeen compound with furniture,16000000,EGP,400,"New Zayed, Sheikh Zayed, Giza",8,6,https://www.bayut.eg/en/property/details-502520880.html
Ready To Move town house at badya,7000000,EGP,183,"Jayd Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502850316.html
Miami Corniche Road,6850000,EGP,180,"Jayd Compound, 5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502851851.html
فيلا لسرعة البيع في التجمع الخامس,70000000,EGP,1200,"Mountain View iCity Compound, 6th of October, Giza",11,8,https://www.bayut.eg/en/property/details-204747869.html
"Apartment for sale in Moharam Bek, Hay Wasat",2000000,EGP,90,"Swan Lake Gouna, Gouna, Red Sea",3,1,https://www.bayut.eg/en/property/details-502861213.html
Villa for sale in Canary Beach Village – Ain Sokhna,4200000,EGP,130,"New Zayed, Sheikh Zayed, Giza",2,2,https://www.bayut.eg/en/property/details-502709592.html
For sale Serviced Apartment 5% Down Payment Only | 10 Years Plan in COVAYA – Telal Sokhna .,4800000,EGP,56,"IL Monte Galala, Ain Sukhna, Suez",,1,https://www.bayut.eg/en/property/details-502725550.html
"Ground floor chalet, fully finished and equipped - wonderful view - La Vista - Ain Sokhna",10000000,EGP,125,"Badya Palm Hills Compound, 6th of October, Giza",3,2,https://www.bayut.eg/en/property/details-502733680.html
Corner Duplex for Sale – 379 sqm in Amwaj Village (Sidi Abdel Rahman),13000000,EGP,377,"Blumar El Dome, Ain Sukhna, Suez",3,2,https://www.bayut.eg/en/property/details-502855822.html
Twin house for sale in a prime location - La Vista Patio Zayed - Sheikh Zayed,23000000,EGP,260,"Glim, Alexandria",4,4,https://www.bayut.eg/en/property/details-502571650.html
"""Apartment for sale in Mountain View Hyde Park New Cairo by the lowest price for the highest retur",7700000,EGP,133,"Village Gate Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502331451.html
"351 sqm Villa for Sale with a 35% Discount, Fully Finished with Air Conditioning andKitchen, Open Garden View",16200000,EGP,351,"Blumar El Dome, Ain Sukhna, Suez",5,4,https://www.bayut.eg/en/property/details-502856623.html
3bed prime location sea view for sale over 8 years,10000000,EGP,118,"Hacienda Bay, Sidi Abdel Rahman, North Coast, Matruh",3,2,https://www.bayut.eg/en/property/details-502856508.html
3-bedroom chalet in the North Coast fully finished,17700000,EGP,150,"La Vista Ras El Hikma, Ras Al Hekma, North Coast, Matruh",3,2,https://www.bayut.eg/en/property/details-502709352.html
672 Sqm Villa In Seashell Lagoon and pool view,60000000,EGP,672,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",6,7,https://www.bayut.eg/en/property/details-502178775.html
limited offer chalet 2ed prime location for sale dp 0%,9000000,EGP,90,"La Vista Ras El Hikma, Ras Al Hekma, North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502856512.html
Chalet for Sale in COVAYA – Telal Sokhna | 5% Down Payment | 10 Years Plan,5000000,EGP,64,"Glim, Alexandria",1,1,https://www.bayut.eg/en/property/details-502729462.html
"Hotel apartments for sale starting from 64 sqm, prices from only 5,600,000 EGP In New Capital .",5600000,EGP,64,"Glim, Alexandria",1,1,https://www.bayut.eg/en/property/details-502756003.html
The last ready to move apartment fully finished with air conditioners + kitchens in Aeon Tower,10500000,EGP,240,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502856410.html
"Finished apartment overlooking a large green area and a lake in New Geza, next to City View & Pyramids Heights",15750000,EGP,205,"El Patio Zahraa Compound, Sheikh Zayed, Giza",3,3,https://www.bayut.eg/en/property/details-502856496.html
"Super-lux apartment for sale next to International Medical Center, installments",8950000,EGP,134,"La Vista City, New Capital City, Cairo",2,2,https://www.bayut.eg/en/property/details-502855439.html
Premium Standalone Villa in Bright City with Top Finishing,95000000,EGP,866,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",9,9,https://www.bayut.eg/en/property/details-502856234.html
"Fully finished chalet with air conditioning and water heaters for sale in Marsa Bagoush, nextto Silver Sands and Hacienda, in a fully integrated vill",18500000,EGP,140,"Makadi Heights, Makadi Bay, Red Sea",3,3,https://www.bayut.eg/en/property/details-502856570.html
Very premium location Furnished Apartment For Sale in 90 Avenue - New Cairo,13000000,EGP,190,"New Capital City, Cairo",3,3,https://www.bayut.eg/en/property/details-502050026.html
Town House 5 bedrooms + nanny Fully Finished Greenery View - 2.8% Down Payment On 10 Years,28000000,EGP,252,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo",5,5,https://www.bayut.eg/en/property/details-502861383.html
"For sale: A furnished sea-view chalet with air conditioners, 225 sqm + 80 sqm roof, in Sidi Abd El Rahman.",17850000,EGP,225,"Makadi Heights, Makadi Bay, Red Sea",4,4,https://www.bayut.eg/en/property/details-502867458.html
Finished Apartment Double View -5% DP Over 10 YRS,9000000,EGP,107,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",2,3,https://www.bayut.eg/en/property/details-502856523.html
"For sale in San Stefano, a fully sea view luxury property of 265m with 4 rooms.",21000000,EGP,268,"Makadi Heights, Makadi Bay, Red Sea",4,3,https://www.bayut.eg/en/property/details-502581999.html
"Apartment for sale in Moharam Bek, Hay Wasat",2000000,EGP,90,"Katameya Dunes Compound, 5th Settlement, New Cairo, Cairo",3,1,https://www.bayut.eg/en/property/details-502861213.html
Fully Finished Duplex Roof – Ready to Move In!,9500000,EGP,240,"Jayd Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502873001.html
Furnished Chalet with Roof for Sale in Marassi North Coast - Emaar,35000000,EGP,240,"Makadi Heights, Makadi Bay, Red Sea",4,3,https://www.bayut.eg/en/property/details-502862704.html
شاليه للبيع في قرية امون الساحل الشمالي الكيلو 36,13000000,EGP,700,"Marsa Baghush, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-206495809.html
"Apartment for sale, ultra super luxury, furnished, fully equipped with everything, and no debts.",8200000,EGP,143,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",3,2,https://www.bayut.eg/en/property/details-502856864.html
Furnished Chalet for Sale Pool View in Marassi Marina 2 North Coast,31000000,EGP,170,"Seashell, Sidi Abdel Rahman, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502862608.html
A distinctive chalet for sale at Porto Marina Golf at a special price in the VIP area of Porto Golf.,4000000,EGP,120,"Pyramids Heights Compound, 6th of October, Giza",2,2,https://www.bayut.eg/en/property/details-502855647.html
Chalet Fully Furnished for Sale with Garden in Marassi North Coast,25925000,EGP,150,"Playa, Sidi Abdel Rahman, North Coast, Matruh",4,3,https://www.bayut.eg/en/property/details-502862257.html
"Resil | Ground chalet with garden for sale – Salt Development Egypt | Lagoon view, eastern sea",9288000,EGP,110,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",3,2,https://www.bayut.eg/en/property/details-502609803.html
"Fully finished Penthouse with furniture and ACs in Lake view Residence, BUA 272m, 3-bedroom, 4 bathroom",31500000,EGP,272,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo",3,4,https://www.bayut.eg/en/property/details-501803731.html
Premium apartment in Palm Parks Compound – 6th of October,16000000,EGP,235,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502864810.html
Fully Furnished 3 Bedroom Apartment in Cairo Festival with Lowest Price for Sale,23500000,EGP,204,"June Sodic, Ras Al Hekma, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502783260.html
A 110 m² chalet in Marina Village directly facing the sea,4750000,EGP,110,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502855707.html
1BR Apartment in Makadi Heights - Phase 1,2000000,EGP,38,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",1,1,https://www.bayut.eg/en/property/details-502872034.html
"Ground floor apartment with a garden in the Diyar Al-Ta'ameer 2 compound, with furniture and appliances, and a garden area of 400 sqm.",12000000,EGP,200,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502855641.html
"Finished Apartment in Blue Tree Opposite Al Ahly Club, Installments Over 10 Years",6787000,EGP,75,"Hacienda Bay, Sidi Abdel Rahman, North Coast, Matruh",1,1,https://www.bayut.eg/en/property/details-502854891.html
"Finished Apartment in Blue Tree Opposite Al Ahly Club, Installments Over 10 Years",6787000,EGP,75,"June Sodic, Ras Al Hekma, North Coast, Matruh",1,1,https://www.bayut.eg/en/property/details-502854890.html
Fully Furnished Apartment in Fanadir Bay,5522000,EGP,81,"June Sodic, Ras Al Hekma, North Coast, Matruh",1,1,https://www.bayut.eg/en/property/details-502870916.html
Finished Apartment in Blue Tree opposite Al Ahly Club with a 5% Down Payment And Installments Over 10 Years,23360000,EGP,240,"Lake View Residence 2, 5th Settlement, New Cairo, Cairo",4,3,https://www.bayut.eg/en/property/details-502855351.html
Chalet ready to move in Al Ain al Sokhna – Swiss Road,3300000,EGP,120,"Lake View Residence 2, 5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502866670.html
Apartment for sale 160 M in EL Hadaba EL Wosta - Fully Finished and Furnished -EL Mokttam - Cairo,4000000,EGP,160,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502335806.html
"Penthouse in Verdi directly on the golf course, 4 bedrooms + nanny at the lowest price in the market,with a down payment of only 12 million,marassi",24000000,EGP,202,"June Sodic, Ras Al Hekma, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502868373.html
"Apartment for sale, Al-Narges Buildings, Fifth Settlement, fully finished with Carrier air conditioners, LG refrigerator, Fresh dishwasher, and washing machine.",6500000,EGP,147,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",3,1,https://www.bayut.eg/en/property/details-502734600.html
"Chalet with garden for sale at the best price in Marassi North Coast, in the best location overlooking the lagoon",18000000,EGP,81,"June Sodic, Ras Al Hekma, North Coast, Matruh",1,1,https://www.bayut.eg/en/property/details-502739920.html
"Chalet for sale, ready to move, in prime location",16500000,EGP,150,"IL Monte Galala, Ain Sukhna, Suez",3,2,https://www.bayut.eg/en/property/details-502249028.html
A serious buyer is required to execute an immediate sale of a very special chalet for quick sale in Porto Sokhna.,4000000,EGP,110,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502724133.html
Furnished Chalet for Sale Pool View in Marassi Marina 2 North Coast,31000000,EGP,170,"Hurghada, Red Sea",3,3,https://www.bayut.eg/en/property/details-502862608.html
